name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,RestaurantsTakeOut,RestaurantsDelivery,BusinessAcceptsCreditCards,RestaurantsPriceRange2,OutdoorSeating,RestaurantsReservations,HasTV,RestaurantsGoodForGroups,GoodForKids,Alcohol,RestaurantsAttire,WiFi,NoiseLevel,BikeParking,Caters,has_parking,Mondayhour,Tuesdayhour,Wednesdayhour,Thursdayhour,Fridayhour,Saturdayhour,Sundayhour
Bella Cena,1506 Spruce St,Philadelphia,PA,19102,39.9470996,-75.1667854,2.5,48,0,"Italian, Restaurants",,FALSE,TRUE,2,TRUE,TRUE,FALSE,TRUE,TRUE,full_bar,casual,,quiet,,,TRUE,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,16:0-21:0
honeygrow,110 S 16th St,Philadelphia,PA,19102,39.95072311,-75.16750087,3.5,560,1,"Salad, Restaurants, Noodles, Juice Bars & Smoothies, Vegetarian, Food, Fruits & Veggies, Specialty Food, Vegan",TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,0:0-0:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0
Dairy Queen,703 E Gay St,West Chester,PA,19380,39.96540857,-75.59520051,3,6,1,"Ice Cream & Frozen Yogurt, Burgers, Food, Restaurants, Fast Food",TRUE,TRUE,TRUE,1,TRUE,,TRUE,,,,,no,,,,TRUE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Carluccios,932 S 10th St,Philadelphia,PA,19147,39.9383069,-75.1597957,4,9,0,"Italian, Restaurants",TRUE,FALSE,TRUE,2,FALSE,TRUE,,TRUE,TRUE,none,casual,,average,,,TRUE,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0
Firehouse Subs,4824 Edgmont Ave,Brookhaven,PA,19015,39.8766281,-75.3957253,4,10,0,"Sandwiches, Delis, Fast Food, Restaurants",TRUE,FALSE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,free,,FALSE,,FALSE,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0
The Freight House,194 W Ashland Ave,Doylestown,PA,18901,40.304354,-75.133588,3,42,0,"Restaurants, Steakhouses, Seafood",FALSE,FALSE,TRUE,3,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,free,average,,FALSE,TRUE,,16:0-23:0,16:0-23:0,16:0-23:0,16:0-1:0,16:0-1:0,
Burritos,15 S Main St,Yardley,PA,19067,40.2420549,-74.8386735,3,78,1,"Fast Food, Restaurants, Mexican",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
Banh Mi and Bottles,712-14 S St,Philadelphia,PA,19147,39.9421239,-75.154438,4,253,1,"Nightlife, Vietnamese, Bars, Beer Bar, Restaurants, Cocktail Bars, Food, Beer, Wine & Spirits",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,free,average,TRUE,TRUE,TRUE,0:0-0:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,12:0-23:0,12:0-22:0
Pierogie Kitchen,648 Roxborough Ave,Philadelphia,PA,19128,40.0315513,-75.20806009,4,131,1,"Event Planning & Services, Restaurants, Food, Ethnic Food, Modern European, Specialty Food, Vegetarian, Polish, Caterers",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,FALSE,TRUE,none,casual,no,quiet,TRUE,TRUE,TRUE,,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-15:0
Barrettas,739 W Cypress St,Kennett Square,PA,19348,39.8436105,-75.7279724,4,15,0,"Pizza, Sandwiches, Restaurants, Italian",TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,,TRUE,,11:0-20:30,11:0-20:30,11:0-20:30,11:0-21:30,11:0-21:30,
Tinto,114 S 20th St,Philadelphia,PA,19103,39.9515011,-75.1738449,4,877,1,"Basque, Tapas Bars, Iberian, Bars, Wine Bars, Restaurants, Lounges, Nightlife, Spanish",FALSE,FALSE,TRUE,3,FALSE,TRUE,FALSE,TRUE,FALSE,full_bar,casual,no,average,TRUE,FALSE,TRUE,,,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0
Wendys,201 Second Ave,Collegeville,PA,19426,40.18088422,-75.45179874,3,10,1,"Restaurants, Fast Food, Burgers",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,,average,TRUE,FALSE,FALSE,0:0-0:0,11:0-20:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,11:0-19:0
Melrose Diner,1501 Snyder Ave,Philadelphia,PA,19145,39.925004,-75.172084,3,287,1,"Bakeries, Restaurants, Sandwiches, Diners, Food",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,FALSE,TRUE,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0
Chilis,2320 W Oregon Ave,Philadelphia,PA,19145,39.9184477,-75.1874603,2.5,99,1,"Nightlife, Tex-Mex, Bars, Restaurants, American (Traditional)",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,no,loud,TRUE,TRUE,TRUE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-22:0
Lees Hoagie House,1428 Cecil B Moore Ave,Philadelphia,PA,19121,39.9786879,-75.159294,3,24,0,"Restaurants, Steakhouses, Cheesesteaks, Salad, Food, Chicken Wings, Wraps, Event Planning & Services, Sandwiches, Caterers, Food Delivery Services, Delis",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,quiet,TRUE,TRUE,TRUE,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0
Muffins,138 W 4th St,Bridgeport,PA,19405,40.105579,-75.3459776,4.5,34,0,"American (Traditional), Restaurants, Sandwiches, Breakfast & Brunch",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,no,quiet,TRUE,FALSE,FALSE,6:0-11:0,6:0-13:30,6:0-13:30,6:0-13:30,6:0-13:30,7:0-11:0,
Scoogis Classic Italian,738 Bethlehem Pike,Flourtown,PA,19031,40.1135346,-75.2142216,3.5,128,1,"Nightlife, American (Traditional), Restaurants, Bars, Italian",TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,TRUE,TRUE,0:0-0:0,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-21:0
Taqueria La Raza,227 W Allegheny Ave,Philadelphia,PA,19133,39.9994302,-75.1342546,4,37,1,"Restaurants, Mexican",TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,none,casual,paid,average,TRUE,TRUE,TRUE,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
Starbucks,1509 East Lincoln Hwy,Levittown,PA,19056,40.170717,-74.892065,3,32,1,"Cafes, Restaurants, Coffee & Tea, Food",TRUE,,TRUE,2,TRUE,,,,,,,free,,TRUE,,FALSE,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-22:0,5:30-22:0,5:30-21:0
Lucky Lab Tavern,312 N Lewis Rd,Royersford,PA,19468,40.1943262,-75.5340432,2.5,20,0,"Restaurants, Bars, Nightlife, American (Traditional), Food, Beer, Wine & Spirits",TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,free,average,,TRUE,TRUE,11:30-23:0,11:30-23:0,11:30-23:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-23:0
McDonalds,223 W Main St,Norristown,PA,19401,40.11642817,-75.34804294,1,16,1,"Restaurants, Coffee & Tea, Burgers, Fast Food, Food",TRUE,TRUE,,1,FALSE,FALSE,TRUE,TRUE,FALSE,none,casual,free,loud,FALSE,FALSE,FALSE,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,0:0-0:0,0:0-0:0,4:0-0:0
Chi Restaurant,3362 Chichester Ave,Upper Chichester,PA,19061,39.8361429,-75.4433268,4,6,0,"Restaurants, American (New)",TRUE,FALSE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,,TRUE,FALSE,7:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,8:0-14:0
Mr Wongs Chinese Restaurant,1849 Wolf St,Philadelphia,PA,19145,39.9230481,-75.1780777,3.5,9,0,"Restaurants, Chinese",TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,no,quiet,FALSE,FALSE,FALSE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,12:0-23:0
America Bar & Grill,499 Uwchlan Ave,Chester Springs,PA,19425,40.0672809,-75.6486443,3.5,13,0,"Restaurants, American (Traditional)",TRUE,FALSE,TRUE,2,TRUE,TRUE,,TRUE,TRUE,full_bar,casual,,,,TRUE,TRUE,11:0-13:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,10:30-1:0
Swanky Bubbles,10 S Front St,Philadelphia,PA,19106,39.9493463,-75.1423488,3,96,0,"Nightlife, Lounges, Asian Fusion, Bars, Sushi Bars, Restaurants",TRUE,TRUE,TRUE,3,TRUE,TRUE,FALSE,TRUE,FALSE,full_bar,casual,no,average,,FALSE,TRUE,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0
Ricos Tacos,239 E Main St,Norristown,PA,19401,40.113145,-75.340168,4.5,12,1,"Mexican, Restaurants",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,quiet,FALSE,,FALSE,11:0-22:0,,11:0-22:0,11:0-22:0,11:0-22:0,9:0-22:0,9:0-22:0
iMunch Cafe,1233 N 31st St,Philadelphia,PA,19121,39.9759178,-75.1863302,4.5,155,1,"Breakfast & Brunch, Bakeries, Coffee & Tea, Salad, Sandwiches, Food, Restaurants",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,
El Paraiso Mexicano,72 E Penn St,Norristown,PA,19401,40.1144954,-75.3421056,3.5,10,1,"Restaurants, Mexican",TRUE,TRUE,,,,FALSE,TRUE,,,,,,,,,FALSE,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0
McDonalds,1650 Limekiln Pike,Dresher,PA,19025,40.144132,-75.167635,2,25,1,"Coffee & Tea, Fast Food, Restaurants, Burgers, Food",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,FALSE,FALSE,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-23:0
Little Caesars Pizza,33 N Mac Dade Blvd,Glenolden,PA,19036,39.90516894,-75.29143769,2.5,10,1,"Pizza, Restaurants",,,,1,,,TRUE,,,,,,,,,FALSE,,,,,,,
The Pizza Pasta House II,1825 Limekiln Pike,Dresher,PA,19025,40.1305641,-75.1661209,2.5,27,1,"Restaurants, Burgers, Pizza, Italian",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,free,,TRUE,TRUE,TRUE,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:30-23:0,11:30-22:0
Wawa,510 Fairview Rd,Woodlyn,PA,19094,39.882676,-75.345841,4,6,1,"Restaurants, Food, Coffee & Tea, Sandwiches, Delis",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,quiet,TRUE,,TRUE,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Royal Ts,9 S Main St,New Hope,PA,18938,40.3639981,-74.951633,3.5,10,0,"Breakfast & Brunch, American (Traditional), Bars, Restaurants, Cocktail Bars, Nightlife, Tapas/Small Plates, Lounges, Chicken Wings",FALSE,FALSE,TRUE,3,TRUE,TRUE,FALSE,TRUE,FALSE,,casual,no,,TRUE,,FALSE,,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0
JD McGillicuddys,118 N Wayne Ave,Wayne,PA,19087,40.0448985,-75.3882235,2,44,0,"Nightlife, Bars, Restaurants, Caterers, Irish Pub, Event Planning & Services, Barbeque",TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE,FALSE,full_bar,casual,free,loud,TRUE,TRUE,TRUE,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0
Melt Shop,2490 Lincoln Hwy Space,Langhorne,PA,19047,40.18062895,-74.87260351,3,26,1,"Salad, Comfort Food, Sandwiches, Restaurants",TRUE,TRUE,TRUE,,,FALSE,,,,,,,,,TRUE,FALSE,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-18:0,11:0-20:0,11:0-20:0
Coney Shack,3818 Chestnut St,Philadelphia,PA,19104,39.9551689,-75.19933573,4,33,1,"Restaurants, Tacos, Asian Fusion, Mexican, Hot Dogs",None,None,,,TRUE,,,,,,,,,,,FALSE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Vista Peru,20 S 2nd St,Philadelphia,PA,19106,39.9494184,-75.1439592,4,193,1,"Peruvian, Nightlife, Bars, Cocktail Bars, Wine Bars, Restaurants",TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,full_bar,casual,free,,TRUE,FALSE,TRUE,0:0-0:0,11:0-16:0,,14:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0
Jimmy Johns,1601 N 15th St,Philadelphia,PA,19121,39.9779969,-75.1592852,3.5,39,0,"Delis, Specialty Food, Sandwiches, Fast Food, Food, Restaurants",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,no,loud,TRUE,TRUE,TRUE,11:0-1:0,11:0-1:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-1:0
La Cucina Fanti,810 Welsh Rd,Horsham,PA,19044,40.1787166,-75.1788884,4,54,1,"Sandwiches, Pasta Shops, Italian, Food, Specialty Food, Restaurants, Pizza",TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,0:0-0:0,11:0-21:0,11:0-21:0,10:0-22:0,11:0-22:0,11:0-21:30,12:0-21:0
The Victor Cafe,1303 Dickinson St,Philadelphia,PA,19147,39.931653,-75.166327,4.5,437,1,"Restaurants, Bars, Performing Arts, Gluten-Free, Wine Bars, Nightlife, Italian, Arts & Entertainment",FALSE,FALSE,TRUE,2,TRUE,TRUE,FALSE,TRUE,FALSE,full_bar,dressy,no,average,FALSE,FALSE,TRUE,,,17:0-20:30,17:0-20:30,17:0-20:45,16:30-20:45,16:0-20:0
Metropolitan Bakery,262 S 19th St,Philadelphia,PA,19103,39.9482948,-75.17281545,4,242,1,"Restaurants, Food, Cafes, Coffee & Tea, Bakeries",TRUE,TRUE,TRUE,2,None,FALSE,FALSE,FALSE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,0:0-0:0,8:0-16:0,8:0-16:0,8:30-13:0,8:0-16:0,8:0-16:0,8:0-16:0
Manayunk Tavern,4247 Main St,Philadelphia,PA,19127,40.0245962,-75.221131,4,176,1,"Comfort Food, Restaurants, American (Traditional)",TRUE,None,TRUE,2,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,free,average,TRUE,TRUE,TRUE,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0
California Pizza Kitchen at City Line,"4040 City Ave, Bldg 1, Space 3",Philadelphia,PA,19131,40.007355,-75.212371,3,140,0,"Restaurants, Nightlife, Pizza, Bars, Salad, American (New), American (Traditional)",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,TRUE,TRUE,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
eat.drink.Om...YOGA CAFE,124 E Gay St,West Chester,PA,19380,39.96128748,-75.60308174,5,7,1,"Yoga, Cafes, Fitness & Instruction, Active Life, Restaurants, Massage Therapy, Health & Medical",FALSE,FALSE,TRUE,2,TRUE,TRUE,,TRUE,TRUE,,casual,no,quiet,,FALSE,TRUE,17:30-19:30,17:30-19:30,17:30-19:30,17:30-19:30,17:30-19:30,10:30-23:30,
Kung Fu Tea,"2907 Swede Rd, Ste 6",East Norriton,PA,19401,40.14643299,-75.3192221,3.5,13,1,"Taiwanese, Food, Bubble Tea, Juice Bars & Smoothies, Restaurants, Coffee & Tea",TRUE,TRUE,TRUE,,,,,,,,,,,,,FALSE,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30
Cavanaughs Rittenhouse,1823 Sansom St,Philadelphia,PA,19103,39.9511145,-75.17157,3.5,226,1,"Burgers, American (Traditional), Sports Bars, Restaurants, Gastropubs, Bars, Nightlife",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,FALSE,full_bar,casual,free,average,TRUE,TRUE,TRUE,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0
Big Fork Restaurant,100 Ridge Rd,Chadds Ford,PA,19317,39.8664098,-75.5452153,4,10,0,"Restaurants, American (Traditional)",,FALSE,TRUE,3,TRUE,TRUE,,TRUE,FALSE,none,casual,,quiet,,,FALSE,,,,,,,
Mission BBQ,"25 W Street Rd, Ste 10",Warminster,PA,18974,40.197191,-75.082238,4,109,1,"Restaurants, Barbeque, Sandwiches, Salad, American (Traditional)",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,free,loud,TRUE,TRUE,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:30-20:0
Mrs Mikes Breakfast And Lunch,653 Downingtown Pike,West Chester,PA,19380,39.961336,-75.620388,3.5,31,0,"Restaurants, Diners, Breakfast & Brunch",TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,no,average,TRUE,FALSE,TRUE,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0
Primo Hoagies South Street,326 South St,Philadelphia,PA,19147,39.9413612,-75.1484741,3.5,46,0,"Restaurants, Sandwiches, Fast Food",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,no,average,TRUE,TRUE,TRUE,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-2:0,10:0-2:0,10:0-0:0
The Loft at Sweet Water Featuring Tapped Out,2554 Geryville Pike,Pennsburg,PA,18073,40.38238784,-75.46328438,3.5,5,1,"Country Clubs, Bars, Event Planning & Services, Restaurants, Arts & Entertainment, Nightlife, Venues & Event Spaces, Beer Bar, American (Traditional)",TRUE,TRUE,TRUE,,TRUE,,TRUE,,,full_bar,,free,,TRUE,TRUE,TRUE,0:0-0:0,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,11:0-16:0
Bryn Mawr Pizza II,7572 Haverford Ave,Philadelphia,PA,19151,39.9786517,-75.2681178,3,5,1,"Restaurants, Delis",TRUE,TRUE,,,,,,,,,,,,,,FALSE,,,,,,,
T Hogans Pub,5109 Rochelle Ave,Philadelphia,PA,19128,40.017157,-75.2104326,4,15,0,"Pubs, Nightlife, Restaurants, Bars",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,TRUE,FALSE,full_bar,casual,,average,FALSE,FALSE,TRUE,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
Popeyes - Roosevelt Mall,2311 Cottman Ave,Philadelphia,PA,19149,40.04792129,-75.05846034,1.5,15,1,"Restaurants, Food, Fast Food, Chicken Wings",TRUE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,,quiet,FALSE,FALSE,FALSE,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
Lox Stock & Barrel,2001 Hamilton St,Philadelphia,PA,19130,39.9626098,-75.1720946,3.5,29,0,"American (Traditional), Venues & Event Spaces, Restaurants, Sports Bars, Comfort Food, Event Planning & Services, Diners, Delis, Bars, Nightlife",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,TRUE,TRUE,11:0-1:30,11:0-1:30,11:0-1:30,11:0-1:30,11:0-1:30,9:0-2:0,9:0-2:0
Roman Delight,492 2nd Street Pike,Southampton,PA,18966,40.16970264,-75.04622601,3,18,1,"Restaurants, Food, Pizza, Food Delivery Services",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,,casual,,,FALSE,,TRUE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0,12:0-22:0
Doylestown Pizzeria,1776 S Easton Rd,Doylestown,PA,18901,40.278975,-75.1268805,4,25,0,"Restaurants, Pizza",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,,quiet,TRUE,TRUE,TRUE,,,,,,,
Vincents Pizza,189640000 Rt 113 Hilltown,Souderton,PA,18964,40.320289,-75.307183,3.5,30,1,"Pizza, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,FALSE,TRUE,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,11:0-22:0
El Limon - Norristown,1000 Sandy Hill Rd,Norristown,PA,19401,40.1124575,-75.3247284,4,93,1,"Restaurants, Mexican",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0
Randazzos Pizza,2395 York Rd,Jamison,PA,18929,40.259271,-75.08481965,4,62,1,"Sandwiches, Pizza, Restaurants, Salad",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,beer_and_wine,casual,no,average,FALSE,TRUE,TRUE,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,11:0-22:0
Bing Bing Dim Sum,1648 E Passyunk Ave,Philadelphia,PA,19148,39.9289898,-75.1647415,4,557,1,"Cocktail Bars, Dim Sum, Nightlife, Restaurants, Chinese, Asian Fusion, Bars",TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE,TRUE,full_bar,casual,no,average,TRUE,TRUE,TRUE,16:30-21:30,16:30-21:30,16:30-21:30,16:30-21:30,16:30-22:0,13:0-22:0,16:0-21:30
Pizza Villa,381 S Macdade Blvd,Glenolden,PA,19036,39.9014078,-75.2995714,2,26,0,"Restaurants, Pizza",TRUE,TRUE,TRUE,2,FALSE,FALSE,,TRUE,TRUE,none,casual,no,average,,TRUE,FALSE,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,11:30-21:0
England Pizza,2840 Cottman Ave,Philadelphia,PA,19149,40.0432577,-75.052707,3.5,29,1,"Pizza, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,quiet,FALSE,FALSE,TRUE,,,,,,,
The Oceanaire Seafood Room,700 Walnut St,Philadelphia,PA,19195,39.9479648,-75.1532156,3.5,20,0,"Restaurants, Seafood",FALSE,FALSE,TRUE,3,FALSE,TRUE,,TRUE,FALSE,full_bar,dressy,,,,,TRUE,,,,,,,
Alfredo Italian Byo,668 Lancaster Ave,Berwyn,PA,19312,40.047624,-75.442432,3.5,75,0,"Rolfing, Caterers, Beauty & Spas, Italian, Event Planning & Services, Food, Coffee & Tea, Donuts, Salad, Restaurants",TRUE,FALSE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,17:0-22:0,15:0-20:0
The Sumney,1610 W Point Pike,Gwynedd,PA,19436,40.21634054,-75.29256821,3.5,69,0,"American (Traditional), Irish, Bars, Sports Bars, Restaurants, Pubs, Nightlife",TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,no,average,TRUE,TRUE,TRUE,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,9:0-0:0
Bar,1309 Sansom St,Philadelphia,PA,19107,39.9500315,-75.1623589,3,98,0,"Bars, Beer Bar, Pool Halls, Hot Dogs, Restaurants, Pubs, Sports Bars, Nightlife, Dive Bars",FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,TRUE,FALSE,full_bar,casual,,loud,TRUE,,TRUE,0:0-0:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0
Dairy Queen,1619 Grant Ave,Philadelphia,PA,19115,40.08738841,-75.03992558,4.5,12,1,"Fast Food, Ice Cream & Frozen Yogurt, Food, Restaurants, Burgers",TRUE,None,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,free,,FALSE,,FALSE,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30
Mi Pueblito Tacos,,Philadelphia,PA,19147,39.9288708,-75.1467161,4.5,29,1,"Restaurants, Mexican, Food Trucks, Food",TRUE,FALSE,FALSE,1,,FALSE,FALSE,,,,,,,TRUE,,FALSE,,,,,,13:15-16:0,13:15-16:0
Dominos Pizza,401 N 21st St,Philadelphia,PA,19130,39.962797,-75.172945,2,81,1,"Pizza, Restaurants, Chicken Wings, Sandwiches",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,FALSE,TRUE,FALSE,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-4:0,10:0-4:0,10:0-2:0
Steak and Hoagie Factory,610 W Street Rd,Warminster,PA,18974,40.2054332,-75.09826931,3,6,0,"Restaurants, Sandwiches",TRUE,TRUE,TRUE,2,TRUE,,TRUE,FALSE,,none,casual,,,,TRUE,FALSE,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-4:0,9:0-4:0,10:0-22:0
